t [s],FA [g],SS [g]
167.0,0.005959985,0.004215744
167.04,0.0042084865,0.003889647
167.08,0.0023114404,0.0035555884
167.12,0.00046021387,0.0032289715
167.16,-0.0012406624,0.0029047602
167.20000000000002,-0.002819688,0.002461255
167.24,-0.0044105253,0.0020205653
167.28,-0.0060339095,0.0015939628
167.32,-0.007910813,0.0013214861
167.36,-0.009966009,0.000984015
167.4,-0.011714798,0.00043765033
167.44,-0.013167003,7.853246e-05
167.48,-0.014519134,-0.0001963407
167.52,-0.01571588,-0.0007226467
167.56,-0.016993022,-0.0012849565
167.6,-0.01840104,-0.0016298321
167.64000000000001,-0.019721447,-0.002074491
167.68,-0.020806672,-0.0026901988
167.72,-0.02159049,-0.003112701
167.76,-0.022130158,-0.00322907
167.8,-0.022424951,-0.003488334
167.84,-0.022623474,-0.0038709955
167.88,-0.023087207,-0.004221662
167.92000000000002,-0.023552962,-0.00459426
167.96,-0.023748435,-0.0047865193
168.0,-0.023582552,-0.0048044426
168.04,-0.023042144,-0.004912626
168.08,-0.022605535,-0.0050047524
168.12,-0.022238005,-0.005173161
168.16,-0.021891998,-0.005427031
168.20000000000002,-0.021375917,-0.005771907
168.24,-0.020528741,-0.006089395
168.28,-0.019583158,-0.006146561
168.32,-0.018576529,-0.0060655484
168.36,-0.017420296,-0.0060654683
168.4,-0.016336,-0.0061293654
168.44,-0.015258456,-0.0060422975
168.48,-0.014001326,-0.00585864
168.52,-0.012536161,-0.005620826
168.56,-0.010790047,-0.005409996
168.6,-0.008989192,-0.005323273
168.64000000000001,-0.0073384354,-0.005389824
168.68,-0.0056817615,-0.0052259807
168.72,-0.003985524,-0.004848859
168.76,-0.002285502,-0.0043880036
168.8,-0.00043885614,-0.004043712
168.84,0.0014637804,-0.0038219586
168.88,0.0033451,-0.0033651623
168.92000000000002,0.0051360186,-0.0027256564
168.96,0.0067216386,-0.0023609996
169.0,0.0082386155,-0.001995968
169.04,0.00980283,-0.0015342005
169.08,0.011239538,-0.0010581118
169.12,0.012705005,-0.0005180114
169.16,0.014336532,5.937481e-05
169.20000000000002,0.015686864,0.00052107655
169.24,0.016705515,0.00092675985
169.28,0.0176669,0.0012630806
169.32,0.018734615,0.0017091086
169.36,0.01996225,0.0022245576
169.4,0.021014003,0.0025160564
169.44,0.021908557,0.0028266949
169.48,0.022718612,0.0033332221
169.52,0.023094434,0.0036069502
169.56,0.023386724,0.0038643503
169.6,0.023854554,0.0042092456
169.64000000000001,0.024270523,0.00447332
169.68,0.024496753,0.004903747
169.72,0.024548842,0.005268189
169.76,0.024276845,0.005381928
169.8,0.02376986,0.005516058
169.84,0.023190541,0.0056262473
169.88,0.022584293,0.0057007675
169.92000000000002,0.021888975,0.0057808356
169.96,0.021075856,0.005894988
170.0,0.020119714,0.0059617423
170.04,0.018851172,0.005903893
170.08,0.017328175,0.0058054007
170.12,0.015965661,0.00579451
170.16,0.014764699,0.005762325
170.20000000000002,0.013467553,0.0057328152
170.24,0.012020445,0.0057043456
170.28,0.010409238,0.0055910544
170.32,0.008819884,0.0054020593
170.36,0.0070854668,0.0050859544
170.4,0.005364359,0.0048967744
170.44,0.0037943148,0.004724701
170.48,0.0021590365,0.004306958
170.52,0.0005618643,0.004004567
170.56,-0.0010669905,0.003715521
170.6,-0.0028693725,0.003235675
170.64000000000001,-0.0048174886,0.0028363334
170.68,-0.006593766,0.0022934296
170.72,-0.008144662,0.0017263241
170.76,-0.009677529,0.0014501462
170.8,-0.0112860035,0.0009813303
170.84,-0.012931446,0.00019602323
170.88,-0.014573787,-0.00033417172
170.92000000000002,-0.016101675,-0.00062662066
170.96,-0.01728942,-0.0010455549
171.0,-0.018291319,-0.0015028081
171.04,-0.019184018,-0.0019266705
171.08,-0.020006942,-0.002477585
171.12,-0.020850671,-0.0030219615
171.16,-0.021622932,-0.003433195
171.20000000000002,-0.02221904,-0.0037198882
171.24,-0.022554226,-0.0040777745
171.28,-0.022673044,-0.004508214
171.32,-0.022770029,-0.00472026
171.36,-0.022847403,-0.004955034
171.4,-0.022786254,-0.0053825616
171.44,-0.022733374,-0.0055210455
171.48,-0.022546334,-0.0056837625
171.52,-0.022078622,-0.0060266843
171.56,-0.02146123,-0.006122186
171.6,-0.02072781,-0.006197571
171.64000000000001,-0.019927401,-0.006395149
171.68,-0.019248135,-0.0063180104
171.72,-0.01848674,-0.006281463
171.76,-0.017355036,-0.0064504785
171.8,-0.016044203,-0.006421902
171.84,-0.014737757,-0.0062654517
171.88,-0.013313177,-0.0061661745
171.92000000000002,-0.011754692,-0.005958063
171.96,-0.010288889,-0.005763228
172.0,-0.008917141,-0.005702028
172.04,-0.007316007,-0.0054968493
172.08,-0.0053792656,-0.005124562
172.12,-0.003490074,-0.0046829623
172.16,-0.0017042854,-0.0042060963
172.20000000000002,4.7385733e-05,-0.003979766
172.24,0.0015825636,-0.0036353476
172.28,0.0031635193,-0.0031117701
172.32,0.00492955,-0.0028835568
172.36,0.006727322,-0.0026344345
172.4,0.008452624,-0.0021130354
172.44,0.01009627,-0.0016330302
172.48,0.011570619,-0.0011161574
172.52,0.012830164,-0.00064680236
172.56,0.0141272135,-0.00029388923
172.6,0.015497003,0.00020777088
172.64000000000001,0.016890282,0.0007541496
172.68,0.018210096,0.0010464233
172.72,0.01943337,0.0013450176
172.76,0.020475123,0.0018460832
172.8,0.021201862,0.0022351728
172.84,0.02196475,0.0025765845
172.88,0.02278812,0.0028956279
172.92000000000002,0.023370655,0.0031652576
172.96,0.023816342,0.0036666489
173.0,0.024152664,0.004050544
173.04,0.024290629,0.0041063493
173.08,0.024277987,0.004250019
173.12,0.02405902,0.0044728694
173.16,0.023805082,0.0047538187
173.20000000000002,0.023466831,0.0049967067
173.24,0.022961998,0.005039969
173.28,0.022314722,0.005193883
173.32,0.021424439,0.0054557407
173.36,0.020212382,0.0054631
173.4,0.019041173,0.005543261
173.44,0.018180031,0.005700829
173.48,0.017155515,0.0056053973
173.52,0.015833821,0.0056471024
173.56,0.01450942,0.00583108
173.6,0.013131668,0.005713126
173.64000000000001,0.011537651,0.0055163195
173.68,0.009971851,0.0054658307
173.72,0.00853689,0.00525206
173.76,0.0069738757,0.0050719613
173.8,0.005249652,0.005025407
173.84,0.0035343245,0.004697592
173.88,0.001805394,0.0043077115
173.92000000000002,-5.0936174e-05,0.004107462
173.96,-0.0017962955,0.003836258
174.0,-0.003448735,0.0035303643
174.04,-0.005205148,0.0031955002
174.08,-0.006921696,0.0027188994
174.12,-0.008625729,0.002359285
174.16,-0.010322916,0.0019581495
174.20000000000002,-0.012009827,0.0014876433
174.24,-0.013587569,0.0011304087
174.28,-0.014911994,0.0005520436
174.32,-0.016117765,-9.967088e-05
174.36,-0.017233388,-0.00045011504
174.4,-0.018315388,-0.00094556896
174.44,-0.01926934,-0.0016606381
174.48,-0.020085866,-0.001996319
174.52,-0.02078311,-0.002337741
174.56,-0.021359961,-0.0028021922
174.6,-0.02185177,-0.0030231436
174.64000000000001,-0.022192033,-0.003410279
174.68,-0.022408338,-0.0038074567
174.72,-0.022731619,-0.004018505
174.76,-0.022898253,-0.004354606
174.8,-0.022691274,-0.004598709
174.84,-0.022448363,-0.0047572884
174.88,-0.022113698,-0.005151645
174.92000000000002,-0.021717682,-0.0054355394
174.96,-0.021412684,-0.005643926
175.0,-0.020906359,-0.0058677434
175.04,-0.020151416,-0.0058697956
175.08,-0.019121688,-0.00596726
175.12,-0.018065654,-0.00608709
175.16,-0.017087068,-0.006042224
175.20000000000002,-0.015944077,-0.0061516925
175.24,-0.014646072,-0.0061830883
175.28,-0.013183884,-0.0061025987
175.32,-0.011629679,-0.006018924
175.36,-0.0100128045,-0.0057748137
175.4,-0.008382868,-0.0053315954
175.44,-0.0067549413,-0.005115051
175.48,-0.005127891,-0.0050389487
175.52,-0.0035064637,-0.004746356
175.56,-0.0017521883,-0.004401885
175.6,2.7345084e-05,-0.004154996
175.64000000000001,0.0016675947,-0.0037823247
175.68,0.0034673638,-0.0034942576
175.72,0.005321895,-0.0032482538
175.76,0.0069420515,-0.0027457552
175.8,0.008392902,-0.0022771854
175.84,0.009856773,-0.00190237
175.88,0.011362433,-0.0013583266
175.92000000000002,0.012816333,-0.0009430987
175.96,0.014217379,-0.00056324847
176.0,0.015597239,2.2522256e-05
176.04,0.016893966,0.0005658297
176.08,0.018047394,0.0010160689
176.12,0.018994737,0.0014357609
176.16,0.019948108,0.0017349526
176.20000000000002,0.02098133,0.0021973373
176.24,0.02179058,0.0028160121
176.28,0.022404537,0.0030460549
176.32,0.022980392,0.0032105902
176.36,0.023329388,0.0036299466
176.4,0.023623362,0.0039565987
176.44,0.023947557,0.004221496
176.48,0.024095263,0.004626564
176.52,0.023871453,0.00502057
176.56,0.0234641,0.0053360173
176.6,0.022931324,0.0055163
176.64000000000001,0.02229429,0.005684496
176.68,0.021722125,0.005984024
176.72,0.020999286,0.0061679725
176.76,0.020098263,0.006217951
176.8,0.01906372,0.0062869117
176.84,0.017973328,0.006266047
176.88,0.016805861,0.00614791
176.92000000000002,0.015450812,0.0061751064
176.96,0.014073611,0.006145063
177.0,0.012808503,0.005929156
177.04,0.011431601,0.0058548376
177.08,0.009862006,0.005712554
177.12,0.008304255,0.0054926113
177.16,0.0066183964,0.0053884964
177.20000000000002,0.0048066634,0.005128657
177.24,0.0031503292,0.004895139
177.28,0.001648244,0.004636428
177.32,7.451946e-06,0.0041070515
177.36,-0.0017917242,0.0037709926
177.4,-0.003499774,0.0035460317
177.44,-0.005197714,0.0029997323
177.48,-0.0069901706,0.002415717
177.52,-0.008606837,0.0019403502
177.56,-0.010069861,0.0014604452
177.6,-0.011546513,0.0010981871
177.64000000000001,-0.013024255,0.00068405573
177.68,-0.01442206,-3.6309448e-05
177.72,-0.015622703,-0.00062375685
177.76,-0.016689084,-0.00095543306
177.8,-0.017760186,-0.0013580235
177.84,-0.018714206,-0.0017728539
177.88,-0.019596517,-0.0022177403
177.92000000000002,-0.02038378,-0.0025807861
177.96,-0.021004763,-0.0028748903
178.0,-0.021606548,-0.0032833447
178.04,-0.021984823,-0.0037576742
178.08,-0.022151086,-0.0040555163
178.12,-0.022392135,-0.0044451393
178.16,-0.022593373,-0.0048593134
178.20000000000002,-0.022509629,-0.0051227976
178.24,-0.022289477,-0.0053059063
178.28,-0.022053188,-0.00555288
178.32,-0.021674287,-0.0056740986
178.36,-0.021113079,-0.0058025625
178.4,-0.020415781,-0.0060220566
178.44,-0.01966872,-0.006135363
178.48,-0.018795285,-0.006263622
178.52,-0.017850103,-0.0063799983
178.56,-0.016752988,-0.006465119
178.6,-0.015312591,-0.0065695858
178.64000000000001,-0.013849353,-0.0066423933
178.68,-0.012425036,-0.0064860675
178.72,-0.0109410575,-0.0063667577
178.76,-0.009478683,-0.006136493
178.8,-0.007983978,-0.0058743963
178.84,-0.006466266,-0.0058643925
178.88,-0.0048065004,-0.0056067253
178.92000000000002,-0.0029893462,-0.00513072
178.96,-0.0012513179,-0.0048151175
179.0,0.0004003821,-0.004419924
179.04,0.0020358542,-0.0040066354
179.08,0.0035679888,-0.0038126772
179.12,0.00505772,-0.0033190548
179.16,0.0067210533,-0.0028224036
179.20000000000002,0.008452931,-0.0024918586
179.24,0.010006139,-0.0018978663
179.28,0.0114330975,-0.001287524
179.32,0.012861265,-0.00089459494
179.36,0.014204341,-0.00045406332
179.4,0.015465956,-1.5443458e-05
179.44,0.016769966,0.00043850238
179.48,0.017993351,0.0010886893
179.52,0.01908377,0.0017209203
179.56,0.019970216,0.0021492678
179.6,0.020763176,0.0025680054
179.64000000000001,0.021444112,0.0030297989
179.68,0.02199977,0.0035742833
179.72,0.02252135,0.0041920403
179.76,0.022922548,0.004460744
179.8,0.023044497,0.004584768
179.84,0.023025213,0.004980093
179.88,0.02300889,0.0052164383
179.92000000000002,0.02289984,0.0055350694
179.96,0.022569899,0.0060426965
180.0,0.022138944,0.0061236927
180.04,0.021631502,0.006232083
180.08,0.020872992,0.00672724
180.12,0.019932343,0.0069060344
180.16,0.01911849,0.006821685
180.20000000000002,0.01828612,0.0069157593
180.24,0.017234646,0.0068762107
180.28,0.016124815,0.0067732637
180.32,0.014989618,0.0067486158
180.36,0.0137068415,0.0066445027
180.4,0.012460858,0.0066221836
180.44,0.011167774,0.00647742
180.48,0.009624894,0.006001481
180.52,0.00813334,0.005710802
180.56,0.006645223,0.005512126
180.6,0.004992101,0.00509933
180.64000000000001,0.0033830178,0.0047051446
180.68,0.0017354764,0.004138113
180.72,-8.071249e-05,0.003676409
180.76,-0.0018215184,0.0034083782
180.8,-0.0034224873,0.0028016479
180.84,-0.0050334726,0.0021449726
180.88,-0.0066575543,0.0017569725
180.92000000000002,-0.008191658,0.0012430082
180.96,-0.009706956,0.0005643792
181.0,-0.011251431,3.760107e-05
181.04,-0.012749902,-0.00048550512
181.08,-0.01397986,-0.0010450641
181.12,-0.015011613,-0.0014244274
181.16,-0.01618937,-0.0018387315
181.20000000000002,-0.017293321,-0.002299501
181.24,-0.018236382,-0.002593377
181.28,-0.019161265,-0.0029155347
181.32,-0.019964512,-0.003296588
181.36,-0.020533808,-0.003699161
181.4,-0.021008395,-0.00416538
181.44,-0.021457931,-0.004494841
181.48,-0.021802591,-0.0046519865
181.52,-0.022087097,-0.0048867585
181.56,-0.022211509,-0.0052156993
181.6,-0.022143286,-0.0055116024
181.64000000000001,-0.021948189,-0.0058389497
181.68,-0.021606782,-0.006078876
181.72,-0.02118376,-0.006280121
181.76,-0.020687189,-0.0064006653
181.8,-0.020025369,-0.0064295465
181.84,-0.019247333,-0.006504983
181.88,-0.018395599,-0.0066542914
181.92000000000002,-0.017425751,-0.0066499757
181.96,-0.01632939,-0.0065686135
182.0,-0.015153649,-0.006423537
182.04,-0.013880325,-0.0062796883
182.08,-0.012499628,-0.0061517227
182.12,-0.011067772,-0.0059665125
182.16,-0.0094744535,-0.005716262
182.20000000000002,-0.007817166,-0.0055147493
182.24,-0.0062953895,-0.0053001973
182.28,-0.004751452,-0.004990016
182.32,-0.0031094952,-0.004664033
182.36,-0.001500739,-0.0044240877
182.4,8.905922e-05,-0.003998837
182.44,0.0018356674,-0.003433133
182.48,0.0035790934,-0.0029325564
182.52,0.005218474,-0.0024544406
182.56,0.0068035657,-0.002060719
182.6,0.008292609,-0.0015642355
182.64000000000001,0.009768192,-0.0010535846
182.68,0.011211916,-0.0005988899
182.72,0.012605378,6.82786e-05
182.76,0.013977293,0.000645344
182.8,0.015293503,0.00096393365
182.84,0.016504556,0.0015660459
182.88,0.017676111,0.0020955156
182.92000000000002,0.018708259,0.0023441012
182.96,0.01956573,0.0028631333
183.0,0.020329075,0.0033021502
183.04,0.021119371,0.0035418365
183.08,0.02177647,0.003979941
183.12,0.02209754,0.004329999
183.16,0.02234829,0.0044712257
183.20000000000002,0.02259649,0.0047762925
183.24,0.022638591,0.0052458853
183.28,0.022621574,0.005573604
183.32,0.022523886,0.0057236925
183.36,0.022262461,0.005863793
183.4,0.021910708,0.0059486935
183.44,0.02141142,0.006030164
183.48,0.020749437,0.0061549246
183.52,0.020003024,0.006129344
183.56,0.019181335,0.0060888743
183.6,0.018247733,0.0061608916
183.64000000000001,0.017199202,0.0061754617
183.68,0.016011233,0.006079334
183.72,0.014829676,0.0059556784
183.76,0.013729843,0.0059115393
183.8,0.012457455,0.0058523025
183.84,0.011064938,0.005606591
183.88,0.009542663,0.005341409
183.92000000000002,0.007954266,0.0050785644
183.96,0.0063677216,0.0046816072
184.0,0.0047300686,0.0044402583
184.04,0.0030229904,0.0042117946
184.08,0.0013907094,0.0036637932
184.12,-0.00020393798,0.0032108554
184.16,-0.0018348257,0.003090066
184.20000000000002,-0.0035022493,0.0028099918
184.24,-0.005202311,0.0022614743
184.28,-0.006823718,0.0018317788
184.32,-0.008267965,0.0014676125
184.36,-0.009687279,0.0012358198
184.4,-0.011191495,0.0009410658
184.44,-0.012573031,0.00045740165
184.48,-0.013798131,-0.000111351
184.52,-0.0150726065,-0.0005845986
184.56,-0.016277248,-0.0008908747
184.6,-0.017273217,-0.0011133221
184.64000000000001,-0.018134903,-0.0015381305
184.68,-0.018960007,-0.0021009992
184.72,-0.019707559,-0.002442678
184.76,-0.020403473,-0.002798808
184.8,-0.021047428,-0.0031739806
184.84,-0.02146399,-0.0034042993
184.88,-0.02170199,-0.0037155855
184.92000000000002,-0.021862958,-0.0040765763
184.96,-0.021971444,-0.0043209773
185.0,-0.021968335,-0.0046828343
185.04,-0.021776915,-0.004992939
185.08,-0.021434054,-0.005187405
185.12,-0.021006672,-0.0054729157
185.16,-0.020423444,-0.0056955093
185.20000000000002,-0.019638458,-0.0057354667
185.24,-0.018810721,-0.0057925857
185.28,-0.017915387,-0.0059256945
185.32,-0.01689437,-0.006021746
185.36,-0.015799996,-0.006016078
185.4,-0.014590152,-0.0060264533
185.44,-0.013180126,-0.006095397
185.48,-0.011744315,-0.0059180507
185.52,-0.010453351,-0.005551412
185.56,-0.008984212,-0.0053050104
185.6,-0.0074160625,-0.005122524
185.64000000000001,-0.0060085068,-0.004777102
185.68,-0.004484817,-0.0045040925
185.72,-0.002845815,-0.0042382153
185.76,-0.0013160957,-0.0038738435
185.8,0.00025892197,-0.003616786
185.84,0.001885341,-0.0033753598
185.88,0.0034494437,-0.002952156
185.92000000000002,0.0049536964,-0.0024217798
185.96,0.006499513,-0.0019619185
186.0,0.008129132,-0.0015654353
186.04,0.009686711,-0.0011541985
186.08,0.011062516,-0.00075824355
186.12,0.012407721,-0.00041069838
186.16,0.013889337,2.09042e-05
186.20000000000002,0.015170525,0.00051734014
186.24,0.016283384,0.00092601706
186.28,0.017475052,0.0013128719
186.32,0.01860514,0.0018162205
186.36,0.019459419,0.0021757411
186.4,0.02025936,0.0024339133
186.44,0.020914258,0.0029348782
186.48,0.021327432,0.0032474825
186.52,0.021742608,0.003169659
186.56,0.022136457,0.0033539934
186.6,0.022335997,0.0037883006
186.64000000000001,0.022342348,0.0041509247
186.68,0.022297017,0.004477045
186.72,0.022291629,0.004600771
186.76,0.022053886,0.004754097
186.8,0.021513088,0.005116935
186.84,0.020937081,0.0053280173
186.88,0.020452363,0.0054015536
186.92000000000002,0.019849017,0.00550583
186.96,0.019070996,0.005538888
187.0,0.01819356,0.005514739
187.04,0.01713936,0.0055447714
187.08,0.015973527,0.0056442698
187.12,0.014817923,0.005648285
187.16,0.013547773,0.0054410365
187.20000000000002,0.012235517,0.005398883
187.24,0.010899516,0.005493574
187.28,0.009500824,0.005199522
187.32,0.008051942,0.0047081662
187.36,0.0064976867,0.004534634
187.4,0.004824121,0.0044227396
187.44,0.0030959833,0.0040482604
187.48,0.0013414521,0.0037381132
187.52,-0.00035450156,0.0034484759
187.56,-0.0019719156,0.0030101123
187.6,-0.0035937384,0.0025926656
187.64000000000001,-0.0051615895,0.0022740003
187.68,-0.0066609955,0.0017924833
187.72,-0.00825362,0.0012772853
187.76,-0.009770004,0.0009293975
187.8,-0.011170872,0.00048691462
187.84,-0.012559082,-5.0845356e-05
187.88,-0.013819945,-0.00043648868
187.92000000000002,-0.014900656,-0.0008562838
187.96,-0.015852587,-0.0013005572
188.0,-0.01685873,-0.001736468
188.04,-0.017909398,-0.0021499125
188.08,-0.018643795,-0.0025315126
188.12,-0.019199703,-0.0029296805
188.16,-0.019854289,-0.0033003343
188.20000000000002,-0.02040551,-0.0038112833
188.24,-0.020795578,-0.0042912522
188.28,-0.02113208,-0.0045888554
188.32,-0.02134703,-0.004890123
188.36,-0.021342384,-0.005256038
188.4,-0.021330943,-0.005448467
188.44,-0.021198725,-0.00554506
188.48,-0.020759318,-0.0056799636
188.52,-0.020274384,-0.005881059
188.56,-0.019804046,-0.006021899
188.6,-0.019190637,-0.006172839
188.64000000000001,-0.018308325,-0.006268277
188.68,-0.017367717,-0.0063632326
188.72,-0.016439533,-0.006562307
188.76,-0.015340339,-0.0065186834
188.8,-0.014158967,-0.006142131
188.84,-0.012948406,-0.005882308
188.88,-0.011661175,-0.0059170877
188.92000000000002,-0.010366915,-0.0059056366
188.96,-0.008986678,-0.005576942
189.0,-0.0075091748,-0.0050805174
189.04,-0.005959621,-0.004869784
189.08,-0.0044544963,-0.0046881484
189.12,-0.0030619686,-0.004210464
189.16,-0.0015361254,-0.0036499691
189.20000000000002,9.062198e-05,-0.0031516158
189.24,0.0015962947,-0.0027140828
189.28,0.0031847183,-0.0022536982
189.32,0.0047948053,-0.0018170094
189.36,0.0062023182,-0.0014206681
189.4,0.0076974626,-0.0010608517
189.44,0.009316867,-0.00075632683
189.48,0.01082342,-0.00027151176
189.52,0.012136021,0.00022368881
189.56,0.013403965,0.00066436315
189.6,0.014656154,0.0011337466
189.64000000000001,0.015844794,0.0015364483
189.68,0.016956063,0.0019731768
189.72,0.01788733,0.002452679
189.76,0.018761104,0.0028668775
189.8,0.019587917,0.0031977538
189.84,0.020303095,0.0034700222
189.88,0.020835832,0.0037568898
189.92000000000002,0.021266978,0.0041354047
189.96,0.021617867,0.0045357
190.0,0.02177852,0.004822978
190.04,0.021875765,0.004970116
190.08,0.02183189,0.0051731654
190.12,0.021738937,0.0054920167
190.16,0.021641493,0.0056039
190.20000000000002,0.021362256,0.0055855517
190.24,0.0209023,0.0057255346
190.28,0.020324903,0.0058567557
190.32,0.019678362,0.0059695668
190.36,0.018873723,0.0060098562
190.4,0.018024322,0.005942964
190.44,0.017134476,0.0057932343
190.48,0.016011281,0.0056744246
190.52,0.014787233,0.0056065624
190.56,0.013587431,0.0054956367
190.6,0.012313062,0.0051595066
190.64000000000001,0.010894971,0.0048646377
190.68,0.009412319,0.0048409738
190.72,0.007890331,0.0046235784
190.76,0.006300781,0.0040868
190.8,0.004667385,0.0037057593
190.84,0.0030751768,0.0033979118
190.88,0.0015270128,0.0030080685
190.92000000000002,-0.000102268896,0.0026559648
190.96,-0.0018307578,0.0023277246
191.0,-0.0035046232,0.0019578284
191.04,-0.0049663763,0.0016512135
191.08,-0.006423167,0.0013521287
191.12,-0.007998837,0.00079725584
191.16,-0.00941916,0.00026246803
191.20000000000002,-0.010710539,-3.324784e-05
191.24,-0.0120738,-0.00042089037
191.28,-0.013419672,-0.00082406757
191.32,-0.014654986,-0.0011332904
191.36,-0.015722563,-0.0015353513
191.4,-0.01665074,-0.0018920142
191.44,-0.01761528,-0.0022090287
191.48000000000002,-0.018510478,-0.0025861864
191.52,-0.019153621,-0.002932912
191.56,-0.019843074,-0.0033793275
191.6,-0.020460049,-0.0037200365
191.64000000000001,-0.020737436,-0.0039043701
191.68,-0.021027392,-0.0041349307
191.72,-0.021320831,-0.0043444745
191.76,-0.021474842,-0.004507167
191.8,-0.021434397,-0.004809799
191.84,-0.021182679,-0.005207079
191.88,-0.020788364,-0.005398746
191.92000000000002,-0.020289414,-0.0055855303
191.96,-0.019714998,-0.0058588404
192.0,-0.01899971,-0.0059556463
192.04,-0.018196901,-0.0058851214
192.08,-0.017376358,-0.005798666
192.12,-0.016373798,-0.0056742136
192.16,-0.015261541,-0.005597965
192.20000000000002,-0.014199386,-0.0056267884
192.24,-0.01297982,-0.0055474467
192.28,-0.011556552,-0.0054283906
192.32,-0.010235698,-0.0052654827
192.36,-0.008935193,-0.0050560096
192.4,-0.007460325,-0.0049159667
192.44,-0.0059499494,-0.004615826
192.48000000000002,-0.004505074,-0.0042806966
192.52,-0.0029926212,-0.004043231
192.56,-0.0014368714,-0.003692623
192.6,0.00015535552,-0.0033835897
192.64000000000001,0.0017472752,-0.0031827176
192.68,0.0032268406,-0.002809396
192.72,0.0047928314,-0.0023640606
192.76,0.0064238645,-0.0019941793
192.8,0.007973442,-0.0015271312
192.84,0.009453178,-0.0009889809
192.88,0.010797526,-0.00046803555
192.92000000000002,0.012062346,-2.8490822e-05
192.96,0.013379132,0.00026686527
193.0,0.014694911,0.00063123467
193.04,0.015788073,0.0010863664
193.08,0.016773345,0.0013194882
193.12,0.017801031,0.0015030302
193.16,0.018875485,0.001955522
193.20000000000002,0.019789005,0.0024029408
193.24,0.020425295,0.0027943659
193.28,0.020836007,0.0032324546
193.32,0.021228677,0.003578417
193.36,0.021606905,0.0038845188
193.4,0.021860614,0.0041703414
193.44,0.02203902,0.004477687
193.48000000000002,0.022037273,0.00484595
193.52,0.021810679,0.0051331175
193.56,0.02147183,0.0053662206
193.6,0.021200966,0.0056707477
193.64000000000001,0.020824391,0.0058046007
193.68,0.020123139,0.005753338
193.72,0.019325666,0.005846094
193.76,0.018638661,0.0058490993
193.8,0.017823227,0.0058013345
193.84,0.01676737,0.0058553163
193.88,0.015670002,0.0057054637
193.92000000000002,0.01446615,0.005480269
193.96,0.013222569,0.005583927
194.0,0.011914228,0.00568103
194.04,0.010597886,0.0054726815
194.08,0.009221029,0.005308569
194.12,0.0076636137,0.0051255478
194.16,0.006102478,0.0047937348
194.20000000000002,0.0045684623,0.0045626885
194.24,0.002958718,0.0042572627
194.28,0.0013297496,0.0037644862
194.32,-0.00019548884,0.0034100146
194.36,-0.0017223017,0.0030948594
194.4,-0.0033615043,0.002774737
194.44,-0.0049341004,0.002284311
194.48000000000002,-0.0064676115,0.001732736
194.52,-0.008070838,0.0014032668
194.56,-0.009598038,0.0010933104
194.6,-0.010955546,0.00069351465
194.64000000000001,-0.012218339,0.00033104004
194.68,-0.013465639,-0.00017748246
194.72,-0.014632536,-0.0006674697
194.76,-0.015817426,-0.00085284945
194.8,-0.016914986,-0.0011863528
194.84,-0.017743828,-0.0016921115
194.88,-0.018581966,-0.002046671
194.92000000000002,-0.019308683,-0.0024589985
194.96,-0.019731116,-0.0029190155
195.0,-0.020134682,-0.0031706218
195.04,-0.020550784,-0.0035545388
195.08,-0.02085452,-0.003993827
195.12,-0.02097831,-0.004258927
195.16,-0.020955741,-0.004436124
195.20000000000002,-0.02088527,-0.004764897
195.24,-0.020533465,-0.005069323
195.28,-0.020080134,-0.0052278386
195.32,-0.019682648,-0.005310504
195.36,-0.019133216,-0.0055380818
195.4,-0.018568106,-0.005698154
195.44,-0.017890127,-0.005743769
195.48000000000002,-0.016959146,-0.0058071953
195.52,-0.015943147,-0.005937431
195.56,-0.014946795,-0.0059948117
195.6,-0.01387279,-0.005985916
195.64000000000001,-0.012624883,-0.0059512826
195.68,-0.011317163,-0.00588091
195.72,-0.010018837,-0.005740415
195.76,-0.008658008,-0.005560793
195.8,-0.0072198943,-0.005302777
195.84,-0.0057894583,-0.0049226256
195.88,-0.0042936318,-0.0046656346
195.92000000000002,-0.0027807013,-0.004453449
195.96,-0.0012493304,-0.004074894
196.0,0.00017256479,-0.0037513128
196.04,0.0017434334,-0.0034052895
196.08,0.0033656715,-0.0029821568
196.12,0.0047870125,-0.0026651667
196.16,0.0063242,-0.002215933
196.20000000000002,0.008026767,-0.0017984355
196.24,0.009506851,-0.0015040567
196.28,0.010808684,-0.0010510845
196.32,0.012114311,-0.0006617988
196.36,0.01334237,-0.00025578562
196.4,0.014503387,0.00028758773
196.44,0.015618299,0.00069455634
196.48000000000002,0.016601361,0.0011319175
196.52,0.01754834,0.001694517
196.56,0.018460495,0.0020734428
196.6,0.019246487,0.0023394213
196.64000000000001,0.01994587,0.0026963453
196.68,0.020466091,0.0030062902
196.72,0.020777307,0.003255858
196.76,0.021080362,0.0036810287
196.8,0.021372028,0.003958712
196.84,0.021509325,0.004052245
196.88,0.02157746,0.004496229
196.92000000000002,0.02157356,0.0048943413
196.96,0.021294015,0.005011292
197.0,0.020919455,0.005274326
197.04,0.020426158,0.0055755675
197.08,0.019741258,0.005819644
197.12,0.019047003,0.006013046
197.16,0.018310677,0.00615518
197.20000000000002,0.017504029,0.0061606653
197.24,0.016557878,0.0060545043
197.28,0.015374896,0.0060275947
197.32,0.014112611,0.0060623456
197.36,0.012870395,0.0058817905
