t [s],FA [g],SS [g]
321.72,0.00040461318,-0.0023701526
321.76,0.0014134255,-0.002047812
321.8,0.0025452077,-0.0018936162
321.84000000000003,0.003630446,-0.0015875844
321.88,0.004563819,-0.0010025145
321.92,0.0055557843,-0.00066562556
321.96,0.0065048006,-0.0007445122
322.0,0.0072852327,-0.0005799702
322.04,0.007832252,-0.00023632622
322.08,0.008277215,-0.00016092867
322.12,0.008718953,-9.876837e-05
322.16,0.009163274,0.00031511084
322.2,0.009572028,0.0006298803
322.24,0.009974048,0.00077847834
322.28000000000003,0.010479804,0.0009910233
322.32,0.010989689,0.0012400424
322.36,0.011359735,0.0014139054
322.40000000000003,0.011600542,0.0015529322
322.44,0.011880323,0.0017828479
322.48,0.012286093,0.0019057371
322.52,0.012591824,0.002024635
322.56,0.012744536,0.0022928298
322.6,0.012924839,0.002548731
322.64,0.012974305,0.0027123834
322.68,0.012821582,0.0027058176
322.72,0.012606492,0.0027649133
322.76,0.012290571,0.0029070906
322.8,0.011844641,0.0028698724
322.84000000000003,0.011317548,0.0028017927
322.88,0.0107897315,0.0029411807
322.92,0.010069782,0.0030529397
322.96,0.00924898,0.002851651
323.0,0.008489838,0.0027456784
323.04,0.007878134,0.0027573924
323.08,0.0072992546,0.0026363707
323.12,0.006579779,0.0025087271
323.16,0.005878697,0.002504759
323.2,0.0052706655,0.002411838
323.24,0.004529136,0.002145614
323.28000000000003,0.0037217299,0.0019347608
323.32,0.0030911115,0.001802359
323.36,0.0023195862,0.0016369016
323.40000000000003,0.001310457,0.0015730876
323.44,0.0004669667,0.0015487779
323.48,-0.00036304697,0.0013224982
323.52,-0.0014689604,0.0009976273
323.56,-0.0025416513,0.00088143005
323.6,-0.0033701393,0.00092405506
323.64,-0.0042530512,0.0006816876
323.68,-0.0054264013,0.00025077508
323.72,-0.0062788986,0.00014165082
323.76,-0.0068878913,0.00025495712
323.8,-0.007729473,6.948652e-05
323.84000000000003,-0.00850548,-0.00016622926
323.88,-0.008945404,-0.00028768613
323.92,-0.009278191,-0.00043981342
323.96,-0.00967741,-0.0006867905
324.0,-0.009973793,-0.00088462315
324.04,-0.010206165,-0.0010982772
324.08,-0.010546289,-0.0012226471
324.12,-0.010816225,-0.0013183226
324.16,-0.0109222,-0.001449555
324.2,-0.01109256,-0.0015690079
324.24,-0.01137243,-0.0018035491
324.28000000000003,-0.011462522,-0.0018625612
324.32,-0.01139797,-0.0018770457
324.36,-0.011518529,-0.0020639608
324.40000000000003,-0.011645151,-0.002304388
324.44,-0.011491439,-0.002296683
324.48,-0.011242682,-0.0023633034
324.52,-0.010959151,-0.002570419
324.56,-0.010436401,-0.0026128404
324.6,-0.009793865,-0.0025895538
324.64,-0.009154526,-0.0026591143
324.68,-0.008425139,-0.002766037
324.72,-0.0075741946,-0.002787823
324.76,-0.006802919,-0.0026837364
324.8,-0.0059322435,-0.0025782296
324.84000000000003,-0.0048417007,-0.0024959575
324.88,-0.00407145,-0.0024773565
324.92,-0.0034480481,-0.0025738706
324.96,-0.0024794417,-0.0024925398
325.0,-0.0015848004,-0.0024038763
325.04,-0.0010035367,-0.0024114533
325.08,-0.00026410486,-0.0023285414
325.12,0.000614759,-0.0022571164
325.16,0.0013460821,-0.0022532758
325.2,0.0021109933,-0.0022201762
325.24,0.003060029,-0.002098003
325.28000000000003,0.003921695,-0.0018714896
325.32,0.004654573,-0.0016865755
325.36,0.0054969536,-0.0014484052
325.40000000000003,0.006361356,-0.0010726373
325.44,0.007240296,-0.0009372073
325.48,0.008073887,-0.000946708
325.52,0.008879846,-0.0007072451
325.56,0.00962378,-0.00049761607
325.6,0.010127657,-0.0003153298
325.64,0.010619534,8.185274e-05
325.68,0.011026564,0.00050934043
325.72,0.011358904,0.00085639366
325.76,0.011661758,0.0011018346
325.8,0.011838685,0.0012034347
325.84000000000003,0.011996908,0.0012990765
325.88,0.011969854,0.0016156238
325.92,0.011972578,0.0019626415
325.96,0.012070392,0.0021952004
326.0,0.012034665,0.0024361094
326.04,0.011742623,0.0026032212
326.08,0.011689617,0.0028206292
326.12,0.011718808,0.0031554415
326.16,0.011432357,0.0033604247
326.2,0.011126341,0.00332188
326.24,0.010885795,0.0033626421
326.28000000000003,0.010502649,0.003642703
326.32,0.009954067,0.0036972242
326.36,0.0093774395,0.0035574348
326.40000000000003,0.008690382,0.003559133
326.44,0.007982926,0.003484604
326.48,0.007159078,0.0034100083
326.52,0.006366054,0.0034359072
326.56,0.0056207185,0.00335216
326.6,0.0047158995,0.0031228787
326.64,0.0038283546,0.0028707194
326.68,0.0029900745,0.002815441
326.72,0.0021175155,0.002816052
326.76,0.0013414907,0.0026649619
326.8,0.00062465476,0.002472116
326.84000000000003,-0.0001407127,0.0023248275
326.88,-0.000886131,0.0022488006
326.92,-0.0015610043,0.0020195714
326.96,-0.002362031,0.0017240999
327.0,-0.0032745723,0.0014420215
327.04,-0.0041036694,0.001059498
327.08,-0.0049141604,0.00063261966
327.12,-0.005686491,0.00031174213
327.16,-0.0063553294,0.00012667794
327.2,-0.0071409103,3.1183616e-05
327.24,-0.008009942,-0.00021545068
327.28000000000003,-0.008738696,-0.00058922725
327.32,-0.0093714055,-0.0009134941
327.36,-0.009906078,-0.0011440543
327.40000000000003,-0.010305822,-0.0014381612
327.44,-0.010614245,-0.0017812453
327.48,-0.010872984,-0.002014413
327.52,-0.011157163,-0.0021989506
327.56,-0.011343299,-0.0024519642
327.6,-0.011362429,-0.0025543135
327.64,-0.011372925,-0.002602464
327.68,-0.011329565,-0.0026697293
327.72,-0.011093808,-0.0027908375
327.76,-0.01085804,-0.0028678868
327.8,-0.010745964,-0.0030410127
327.84000000000003,-0.010521937,-0.003219573
327.88,-0.010168542,-0.0031253332
327.92,-0.0098961005,-0.0028726812
327.96,-0.009616262,-0.0028592492
328.0,-0.009192364,-0.0029505645
328.04,-0.008748987,-0.0028980789
328.08,-0.008345203,-0.0028530795
328.12,-0.0077563445,-0.0029285997
328.16,-0.0069765067,-0.0027703738
328.2,-0.006192467,-0.0026710231
328.24,-0.0054705623,-0.0027540256
328.28000000000003,-0.0046703964,-0.0027764658
328.32,-0.0037785536,-0.0026988243
328.36,-0.0029015408,-0.0025440343
328.40000000000003,-0.001961328,-0.0022855257
328.44,-0.0009592535,-0.0021697609
328.48,3.1635154e-05,-0.0020612564
328.52,0.0009134255,-0.0018184751
328.56,0.0015614338,-0.001664188
328.6,0.0023005249,-0.0015474024
328.64,0.0031376942,-0.0014048687
328.68,0.003954924,-0.0010990266
328.72,0.0046842634,-0.0008087013
328.76,0.0053693755,-0.0007096515
328.8,0.0061396123,-0.00072877266
328.84000000000003,0.0068893493,-0.00064684526
328.88,0.007531838,-0.00031707922
328.92,0.0081971465,0.00017925134
328.96,0.00888904,0.00041193687
329.0,0.009432625,0.00055851135
329.04,0.010052868,0.00073979667
329.08,0.0107085435,0.00081041834
329.12,0.011134679,0.001001494
329.16,0.011483713,0.0014287884
329.2,0.011820295,0.0018061942
329.24,0.012153645,0.0019664685
329.28000000000003,0.012292143,0.002187654
329.32,0.012258413,0.002495251
329.36,0.012186154,0.0026754672
329.40000000000003,0.012149983,0.0027122817
329.44,0.011954239,0.0028397716
329.48,0.0116139,0.0028044933
329.52,0.011363727,0.002797307
329.56,0.011084586,0.0027352115
329.6,0.010723951,0.00258952
329.64,0.010368542,0.0027112653
329.68,0.010001606,0.0029490218
329.72,0.009556122,0.0031030816
329.76,0.009023368,0.0029497393
329.8,0.008389961,0.0027956832
329.84000000000003,0.007803789,0.0026532668
329.88,0.0072272657,0.0026757345
329.92,0.0066584707,0.0025953448
329.96,0.0058203014,0.002545421
330.0,0.0049844766,0.0024292634
330.04,0.0043133665,0.0021980952
330.08,0.0033869818,0.002015135
330.12,0.0023926313,0.0018882375
330.16,0.001537562,0.0020503604
330.2,0.0005862453,0.001908358
330.24,-0.00040479834,0.0016070546
330.28000000000003,-0.0012382922,0.0012594683
330.32,-0.0020561528,0.0010652344
330.36,-0.0029677555,0.0010906406
330.40000000000003,-0.0037313094,0.001211269
330.44,-0.0043350123,0.0010654894
330.48,-0.0050434778,0.0006887993
330.52,-0.0057856855,0.0004442278
330.56,-0.0064856494,0.00021563578
330.6,-0.0070422175,-1.6819167e-05
330.64,-0.0075997366,-0.00013361953
330.68,-0.0082797725,-0.0003533044
330.72,-0.008755871,-0.0007884087
330.76,-0.009072739,-0.0011525857
330.8,-0.009490392,-0.0012743695
330.84000000000003,-0.009977508,-0.0013956181
330.88,-0.010366132,-0.0014489839
330.92,-0.01065916,-0.0016204283
330.96,-0.010971979,-0.0017271269
331.0,-0.011190872,-0.0018029709
331.04,-0.011196999,-0.0021921508
331.08,-0.011175796,-0.0024684705
331.12,-0.011165054,-0.0025401362
331.16,-0.011048576,-0.0024597761
331.2,-0.0108261695,-0.0026735894
331.24,-0.010510804,-0.0029830392
331.28000000000003,-0.010168553,-0.0028992272
331.32,-0.009718906,-0.0027497085
331.36,-0.009205917,-0.0025829058
331.40000000000003,-0.008712869,-0.002451238
331.44,-0.008293105,-0.0024932532
331.48,-0.007835514,-0.0026199017
331.52,-0.0072795404,-0.0027192316
331.56,-0.00662888,-0.0026590948
331.6,-0.0059561925,-0.0023979659
331.64,-0.005345281,-0.0020737841
331.68,-0.0046178754,-0.002065689
331.72,-0.0038314722,-0.0022873306
331.76,-0.0030661472,-0.0022291786
331.8,-0.0022735056,-0.0020372854
331.84000000000003,-0.0014684991,-0.0017912794
331.88,-0.0006353069,-0.0016568427
331.92,0.00030957718,-0.0016560555
331.96,0.0013041308,-0.0017448947
332.0,0.0021823652,-0.0017899321
332.04,0.0030069242,-0.0015050882
332.08,0.003885051,-0.0012133495
332.12,0.004739763,-0.0008712562
332.16,0.005437564,-0.0004765513
332.2,0.006098739,-0.0003860698
332.24,0.006882995,-0.00036459847
332.28000000000003,0.007537678,-0.00019642166
332.32,0.008163155,0.00019400124
332.36,0.00887522,0.000581725
332.40000000000003,0.009364425,0.000751833
332.44,0.009741664,0.0008366206
332.48,0.010198471,0.0007290808
332.52,0.010661875,0.0007452343
332.56,0.011166337,0.001034285
332.6,0.011517616,0.0014767505
332.64,0.011674941,0.0019141663
332.68,0.011909864,0.0020275912
332.72,0.012093075,0.0020946905
332.76,0.012219825,0.002127265
332.8,0.012235115,0.002218044
332.84000000000003,0.01209923,0.002355318
332.88,0.011867018,0.0024313247
332.92,0.011584542,0.0026634964
332.96,0.011289638,0.0026849806
333.0,0.0109568285,0.0024543516
333.04,0.0106043145,0.00236438
333.08,0.010111307,0.0025214057
333.12,0.0094896825,0.002677206
333.16,0.008923118,0.0025002284
333.2,0.008363721,0.002175238
333.24,0.0076436447,0.0019174678
333.28000000000003,0.006951244,0.0018389194
333.32,0.0063720373,0.0021677231
333.36,0.005616889,0.0024142903
333.40000000000003,0.004695211,0.0023769524
333.44,0.0039303545,0.0022835683
333.48,0.0032384915,0.002041622
333.52,0.0024143432,0.0018639386
333.56,0.001612274,0.0019411565
333.6,0.0007687703,0.0020485055
333.64,-0.00013892245,0.0020375745
333.68,-0.000955774,0.0018652328
333.72,-0.0017496247,0.0015453426
333.76,-0.0025462997,0.0013263415
333.8,-0.0033280149,0.0013928491
333.84000000000003,-0.0042285267,0.0015533571
333.88,-0.0050479937,0.001381571
333.92,-0.0056898193,0.00080891064
333.96,-0.006335809,0.00034968206
334.0,-0.0070126154,0.00024679533
334.04,-0.0076004514,0.00028293722
334.08,-0.008014376,0.00019904374
334.12,-0.008469376,-5.7317582e-05
334.16,-0.008989225,-0.00039681632
334.2,-0.009307843,-0.000757002
334.24,-0.009544073,-0.001179706
334.28000000000003,-0.009974252,-0.0014791185
334.32,-0.010340076,-0.001599677
334.36,-0.010384818,-0.0018338767
334.40000000000003,-0.010373957,-0.0019852738
334.44,-0.010526707,-0.00235452
334.48,-0.010679847,-0.0027728966
334.52,-0.010606755,-0.002959642
334.56,-0.0103771165,-0.002833368
334.6,-0.010318809,-0.0027686208
334.64,-0.010197712,-0.002968546
334.68,-0.009969313,-0.0032231433
334.72,-0.009711805,-0.0032796278
334.76,-0.009325719,-0.0032540895
334.8,-0.008802241,-0.0032118282
334.84000000000003,-0.0082701435,-0.0031645638
334.88,-0.0077750552,-0.003029112
334.92,-0.007230001,-0.002825633
334.96,-0.00658723,-0.0028588884
335.0,-0.0059266197,-0.0030390397
335.04,-0.005239783,-0.0028292015
335.08,-0.004509404,-0.0024988393
335.12,-0.0037775682,-0.0023238286
335.16,-0.002912134,-0.0022784434
335.2,-0.0019535383,-0.0023834305
335.24,-0.001192058,-0.002269601
335.28000000000003,-0.0005048814,-0.0018530628
335.32,0.00037817765,-0.0015258422
335.36,0.0011918333,-0.0014381963
335.40000000000003,0.0018358581,-0.0013769283
335.44,0.0026882426,-0.0012352272
335.48,0.0036836397,-0.0009644213
335.52,0.0044700024,-0.00057355076
335.56,0.0051006456,-0.00010792641
335.6,0.0059449393,0.0002104882
335.64,0.0068488587,0.00014236057
335.68,0.0075781103,7.516299e-05
335.72,0.008265028,0.000412906
335.76,0.008967475,0.0007934699
335.8,0.009579161,0.0010486558
335.84000000000003,0.009974774,0.0012576017
335.88,0.01047185,0.0012470317
335.92,0.011073828,0.0012593135
335.96,0.011377088,0.001411057
336.0,0.011499042,0.0017202813
336.04,0.011695404,0.0020275596
336.08,0.011832526,0.002049916
336.12,0.011848989,0.0020863449
336.16,0.011825694,0.0021246981
336.2,0.011854255,0.0018562917
336.24,0.011907963,0.0018717219
336.28000000000003,0.011665336,0.0023430488
336.32,0.011328461,0.0026386485
336.36,0.011165309,0.0026511885
336.40000000000003,0.010818308,0.0024196468
336.44,0.0104047,0.0022721617
336.48,0.009980128,0.0025211198
336.52,0.0094031375,0.0027092798
336.56,0.008833727,0.0026233462
336.6,0.008238261,0.0026088043
336.64,0.0075172004,0.0025863247
336.68,0.0066991905,0.0023161017
336.72,0.0059994278,0.002238029
336.76,0.005335752,0.0024230229
336.8,0.0045871977,0.0024057273
336.84000000000003,0.0037920072,0.002277468
336.88,0.0029062317,0.0021618332
336.92,0.002039042,0.0018777708
336.96,0.0012490978,0.0016956286
337.0,0.0004702546,0.001896294
337.04,-0.0002754263,0.002027699
337.08,-0.001050819,0.0018407179
337.12,-0.0018273529,0.0014803859
337.16,-0.002665768,0.0010941334
337.2,-0.0035604786,0.0009420894
337.24,-0.0041780085,0.00086935464
337.28000000000003,-0.0046759457,0.0006147463
337.32,-0.0054316716,0.00038912805
337.36,-0.0061815567,0.0001776529
337.40000000000003,-0.0067050494,-0.00016724635
337.44,-0.0072629093,-0.00040547128
337.48,-0.007913825,-0.00036570974
337.52,-0.008428019,-0.000588592
337.56,-0.008820135,-0.000965335
337.6,-0.009212922,-0.0012668176
337.64,-0.009551713,-0.0015696251
337.68,-0.009899394,-0.0018961016
337.72,-0.010253581,-0.0021136147
337.76,-0.010513371,-0.0021059879
337.8,-0.010575603,-0.0021008854
337.84000000000003,-0.010557042,-0.0022809259
337.88,-0.010625896,-0.0026505848
337.92,-0.010612266,-0.002697526
337.96,-0.010528442,-0.002468162
338.0,-0.010510018,-0.0024819544
338.04,-0.010321722,-0.002614346
338.08,-0.010064791,-0.0027821586
338.12,-0.009777639,-0.003115273
338.16,-0.009189937,-0.0031892615
338.2,-0.00865385,-0.0029401188
338.24,-0.0083938325,-0.0029261864
338.28000000000003,-0.007972492,-0.0028644025
338.32,-0.007163357,-0.0026974776
338.36,-0.0063799764,-0.0029797594
338.40000000000003,-0.0058306335,-0.0030602238
338.44,-0.005058078,-0.0025705127
338.48,-0.004043182,-0.002178581
338.52,-0.0032826283,-0.0021615329
338.56,-0.0026204076,-0.0020934707
338.6,-0.0017977084,-0.0020179239
338.64,-0.0009409986,-0.00201971
338.68,-7.295347e-05,-0.0017856304
338.72,0.0007874705,-0.0015692139
338.76,0.0016600958,-0.0013911426
338.8,0.0024532576,-0.0010836405
338.84000000000003,0.0029999043,-0.0010722505
338.88,0.0037435603,-0.0011574517
338.92,0.0046114773,-0.00079018035
338.96,0.005325701,-0.00046781346
339.0,0.0060358844,-0.00020684456
339.04,0.0067567755,0.00030802828
339.08,0.0073820613,0.0004705592
339.12,0.007954356,0.00034937056
339.16,0.008437884,0.0006446552
339.2,0.008979821,0.001197248
339.24,0.009582387,0.001522971
339.28000000000003,0.01002372,0.0017056309
339.32,0.010271801,0.0017824081
339.36,0.010534503,0.0018170254
339.40000000000003,0.010907401,0.001885875
339.44,0.0112005845,0.0021529032
339.48,0.0113717625,0.002615931
339.52,0.011467533,0.0029424473
339.56,0.011329066,0.0031301351
339.6,0.011138247,0.003031373
339.64,0.01109449,0.0027745431
339.68,0.011016339,0.0028204445
339.72,0.0107152555,0.0031175888
339.76,0.010412245,0.0031773928
339.8,0.010193713,0.0029943434
339.84000000000003,0.009763077,0.0030266044
339.88,0.009251697,0.003077063
339.92,0.008674738,0.003178132
339.96,0.008145075,0.0034310948
340.0,0.0076546483,0.0033627406
340.04,0.00709948,0.003063047
340.08,0.0065511623,0.0029063052
340.12,0.005950921,0.002736167
340.16,0.005249305,0.0024187341
340.2,0.004444502,0.002222586
340.24,0.0036759232,0.0022826933
340.28000000000003,0.002951176,0.0022977232
340.32,0.0021179891,0.002070719
340.36,0.001477411,0.001745194
340.40000000000003,0.0009442221,0.001438348
340.44,0.00010443261,0.0011724074
340.48,-0.0008213802,0.0011888335
340.52,-0.001542332,0.0010590734
340.56,-0.0022497072,0.0005177839
340.6,-0.0029912263,3.72928e-05
340.64,-0.0036093625,-0.00015978955
340.68,-0.0042874864,-0.00036049556
340.72,-0.005050359,-0.00052375224
340.76,-0.0057606483,-0.0006356268
340.8,-0.006458017,-0.0008210708
340.84000000000003,-0.0070179272,-0.0011542111
340.88,-0.007403853,-0.0016339252
340.92,-0.007915107,-0.001991096
340.96,-0.008481202,-0.0019368612
341.0,-0.008921909,-0.0019098516
341.04,-0.00933433,-0.0020480538
341.08,-0.009721297,-0.0021580867
341.12,-0.009916192,-0.0022849063
341.16,-0.010028024,-0.0025775002
341.2,-0.010133896,-0.0026234626
341.24,-0.010197094,-0.0025006388
341.28000000000003,-0.010280976,-0.0025083458
341.32,-0.0103975665,-0.0026531215
341.36,-0.010196538,-0.0028614677
341.40000000000003,-0.009938706,-0.002891499
341.44,-0.009799897,-0.002650579
341.48,-0.009577518,-0.0025165207
341.52,-0.009325824,-0.0025862234
341.56,-0.008999101,-0.0026818402
341.6,-0.008394588,-0.0026852135
341.64,-0.007718935,-0.0025545894
341.68,-0.0072110672,-0.0026279422
341.72,-0.006712494,-0.0026270826
341.76,-0.005886579,-0.0022536067
341.8,-0.00510228,-0.0021522131
341.84000000000003,-0.004584715,-0.0023351219
341.88,-0.0038254024,-0.00225798
341.92,-0.002993692,-0.0021287599
341.96,-0.002285701,-0.0018403861
342.0,-0.0015040191,-0.0014488724
342.04,-0.0006170404,-0.0015316474
342.08,0.00014916432,-0.0017037231
342.12,0.00097579905,-0.0014509995
342.16,0.0018876547,-0.0011275527
342.2,0.002633296,-0.00085047004
342.24,0.0034529138,-0.0005680123
342.28000000000003,0.0043338113,-0.00039944382
342.32,0.0049935644,-0.00034388495
342.36,0.0055448813,-0.00034143016
342.40000000000003,0.0061567975,-0.00012808832
342.44,0.006754992,0.00024694268
342.48,0.0072070714,0.0006281541
342.52,0.007641912,0.0008692741
342.56,0.008276309,0.0009781552
342.6,0.008821146,0.000998432
342.64,0.00909945,0.0011262151
342.68,0.009401646,0.001501974
342.72,0.009592401,0.0018724954
342.76,0.009786082,0.0020529306
342.8,0.010044007,0.0021966384
342.84000000000003,0.010206601,0.0023977587
342.88,0.010344555,0.0024959557
342.92,0.01042362,0.0026982145
342.96,0.010410585,0.0030478092
343.0,0.010341974,0.0030985356
343.04,0.01021964,0.0030660608
343.08,0.01009052,0.0031349424
343.12,0.009929755,0.0031905589
343.16,0.009586658,0.0033825724
343.2,0.009138133,0.0036280674
343.24,0.008702696,0.0037890028
343.28000000000003,0.0083619505,0.003756379
343.32,0.0080165425,0.003478881
343.36,0.0074192863,0.0033901138
343.40000000000003,0.0068811937,0.0035557344
343.44,0.0064646215,0.003612203
343.48,0.00598047,0.0034079335
343.52,0.005490774,0.003028996
343.56,0.0048262198,0.0026466122
343.6,0.00398467,0.002550165
343.64,0.0032992545,0.002579432
343.68,0.0026868894,0.002354656
343.72,0.0019454762,0.0019813075
343.76,0.0012370022,0.0016922401
343.8,0.00051353336,0.0013732167
343.84000000000003,-0.00021944262,0.0011065498
343.88,-0.0008409508,0.0009389232
343.92,-0.0015151023,0.0006625913
343.96,-0.002238018,0.0003603015
344.0,-0.0028985953,0.00027153545
344.04,-0.003519002,-4.5836223e-05
344.08,-0.004200825,-0.00059545046
344.12,-0.004936465,-0.0009563624
344.16,-0.0054768743,-0.001194841
344.2,-0.005893065,-0.0014323115
344.24,-0.006436622,-0.001794239
344.28000000000003,-0.0069280686,-0.0021118354
344.32,-0.0074051726,-0.0021871557
344.36,-0.008034459,-0.0024890248
344.40000000000003,-0.0085892,-0.0028219009
344.44,-0.008921311,-0.0027357107
344.48,-0.009166396,-0.0026461268
344.52,-0.009429179,-0.002863815
344.56,-0.009682967,-0.0030588598
344.6,-0.009773506,-0.0031594485
344.64,-0.009804952,-0.0032896346
344.68,-0.009919355,-0.0034264233
344.72,-0.0098909475,-0.003384524
344.76,-0.009572811,-0.00327528
344.8,-0.00924788,-0.0033511468
344.84000000000003,-0.009087153,-0.0033223426
344.88,-0.008793783,-0.003084628
344.92,-0.008405827,-0.0031518592
344.96,-0.008066364,-0.0033196877
345.0,-0.0076377587,-0.0030144386
345.04,-0.0070735007,-0.002714384
345.08,-0.006503686,-0.0027783131
345.12,-0.0060148034,-0.00287507
345.16,-0.0052901646,-0.0027899633
345.2,-0.004608658,-0.0025319452
345.24,-0.0041205813,-0.002238567
345.28000000000003,-0.0034708946,-0.0021782806
345.32,-0.0025949467,-0.002165838
345.36,-0.0019402099,-0.0019834433
345.40000000000003,-0.0012519838,-0.0018674062
345.44,-0.00050733535,-0.0017773149
345.48,0.000174668,-0.0015157732
345.52,0.00091020175,-0.0013585034
345.56,0.0017123834,-0.001266731
345.6,0.0025261433,-0.000983558
345.64,0.0031272615,-0.0006620904
345.68,0.0037183163,-0.00030139167
345.72,0.004373137,-7.642536e-05
345.76,0.004963203,0.00010959313
345.8,0.0056219236,0.0002735751
345.84000000000003,0.006361081,0.00042556543
345.88,0.0067979256,0.00069623376
345.92,0.0071615223,0.0007685599
345.96,0.007695206,0.0008663271
346.0,0.008259833,0.0012571967
346.04,0.008652295,0.001687814
346.08,0.008889995,0.001919517
346.12,0.009220154,0.0019769326
346.16,0.009543016,0.0021862537
346.2,0.009750589,0.0025487714
346.24,0.009886824,0.002793992
346.28000000000003,0.009937089,0.0029989677
346.32,0.009883724,0.0032002889
346.36,0.009918974,0.0032754492
346.40000000000003,0.009987741,0.003237507
346.44,0.009943938,0.0033808518
346.48,0.0097543765,0.0034058667
346.52,0.009443205,0.0034954455
346.56,0.009232739,0.0036118897
346.6,0.009012384,0.0035378826
346.64,0.008530863,0.0034159953
346.68,0.008190364,0.0034628753
346.72,0.007947704,0.0034932955
346.76,0.007270773,0.0034098364
346.8,0.006563012,0.0033750269
346.84000000000003,0.006134216,0.0032533603
346.88,0.0056544663,0.0030123761
346.92,0.005159548,0.0028223936
346.96,0.004658934,0.0026633895
347.0,0.0039701783,0.0023662695
347.04,0.0032467602,0.0021839123
347.08,0.0026350273,0.0018427507
347.12,0.0018907832,0.0015932476
347.16,0.0011104713,0.0014717244
347.2,0.00049730774,0.0011350693
347.24,-0.00017974705,0.00070800644
347.28000000000003,-0.0009604973,0.00057864294
347.32,-0.0016813306,0.0004888415
347.36,-0.0022981742,0.00020806704
347.40000000000003,-0.002975835,-0.0002666304
347.44,-0.0038092292,-0.0005095441
347.48,-0.0044767973,-0.00062089035
347.52,-0.004965321,-0.0008670982
347.56,-0.005574814,-0.001205723
347.6,-0.006112522,-0.0013320161
347.64,-0.0065836785,-0.0013961485
347.68,-0.0071353107,-0.001613733
347.72,-0.0077566053,-0.0018098674
347.76,-0.008103083,-0.002193438
347.8,-0.008197665,-0.0025535328
347.84000000000003,-0.008512433,-0.0024394034
347.88,-0.00884501,-0.0024728985
347.92,-0.008947922,-0.0026661863
347.96,-0.009171911,-0.002764862
348.0,-0.0093792025,-0.0028740955
348.04,-0.009460977,-0.0029866532
348.08,-0.009430886,-0.0030147322
348.12,-0.009316766,-0.00289549
348.16,-0.009284984,-0.0029612451
348.2,-0.009132167,-0.0031452994
348.24,-0.008806278,-0.0030136327
348.28000000000003,-0.0085775005,-0.0029278975
348.32,-0.008198388,-0.0030282864
348.36,-0.007661923,-0.0029648538
348.40000000000003,-0.007194789,-0.0030316478
348.44,-0.006765394,-0.0032192275
348.48,-0.006211696,-0.0031762305
348.52,-0.005582219,-0.0029549622
348.56,-0.0050364607,-0.0028018602
348.6,-0.0044363784,-0.0027172363
348.64,-0.00379049,-0.002472499
348.68,-0.0031950402,-0.002213356
348.72,-0.002514903,-0.0021670833
348.76,-0.0019015952,-0.0020473993
348.8,-0.0013226635,-0.0016434413
348.84000000000003,-0.0005789219,-0.0014420988
348.88,0.00019905748,-0.0014383083
348.92,0.0010284806,-0.0011600173
348.96,0.0018538628,-0.00086712424
349.0,0.0024888567,-0.00072156824
349.04,0.0031238282,-0.00038632212
349.08,0.0036942626,-7.877913e-05
349.12,0.0042308792,2.0890142e-05
349.16,0.0050431024,0.00020295552
349.2,0.0057274196,0.00052030844
349.24,0.006154313,0.0007570561
349.28000000000003,0.006746971,0.00092334306
349.32,0.0073770154,0.0011878102
349.36,0.007805416,0.0015573314
349.40000000000003,0.008135281,0.0018506725
349.44,0.00847864,0.001992531
349.48,0.008878842,0.0022318924
349.52,0.009268133,0.002438154
349.56,0.009605112,0.0024342365
349.6,0.009780407,0.0024451516
349.64,0.009774832,0.0025871163
349.68,0.009823766,0.0028211721
349.72,0.009876881,0.0029148832
349.76,0.009920331,0.0028848127
349.8,0.010019558,0.0028958404
349.84000000000003,0.009987952,0.0029845915
349.88,0.009831544,0.0030745566
349.92,0.009603496,0.003139995
349.96,0.009363989,0.003139291
350.0,0.0090866685,0.0030563762
350.04,0.0087523945,0.0029088338
350.08,0.008482116,0.002576876
350.12,0.008195772,0.002371765
350.16,0.007743297,0.002536621
350.2,0.007111482,0.0026842356
350.24,0.006557445,0.0026169193
350.28000000000003,0.0060957214,0.0025452236
350.32,0.0055251694,0.002305674
350.36,0.004887812,0.0020083215
350.40000000000003,0.0042434796,0.0018121634
350.44,0.0035953359,0.0016138179
350.48,0.0029303536,0.0014298753
350.52,0.0021808415,0.001258504
350.56,0.0014274914,0.0009953749
350.6,0.00067359675,0.00077415345
350.64,-0.00021094494,0.0006007295
350.68,-0.00091790926,0.00041954595
350.72,-0.001500647,0.00038840272
350.76,-0.0022174856,0.0003494329
350.8,-0.002921708,5.70683e-05
350.84000000000003,-0.0035304963,-0.0005155658
350.88,-0.004255792,-0.00094682164
350.92,-0.0050224597,-0.0010815647
350.96,-0.0055516968,-0.001052999
351.0,-0.0060702064,-0.0011558827
351.04,-0.00664835,-0.0013615873
351.08,-0.007010746,-0.00157635
351.12,-0.007324578,-0.0018251124
351.16,-0.007960614,-0.0021629585
351.2,-0.008402899,-0.002315742
351.24,-0.00847648,-0.0023934974
351.28000000000003,-0.00880489,-0.002643141
351.32,-0.009171245,-0.0027296436
351.36,-0.009236447,-0.0025294188
351.40000000000003,-0.009288328,-0.0024962148
351.44,-0.009243646,-0.0026975735
351.48,-0.009200697,-0.002817469
351.52,-0.009105827,-0.0028499654
351.56,-0.009056894,-0.0027910701
351.6,-0.008852283,-0.0026906065
