t [s],LAT015_FA [g],LAT015_SS [g],LAT069_FA [g],LAT069_SS [g],LAT097_FA [g],LAT097_SS [g]
0.6333333333333333,-0.00014823489,0.00086592475,-0.0020359948,-0.0005047263,-0.0015717559,-0.0012846333
0.6666666666666666,-0.00014612575,0.0010081271,-0.0018336292,-0.0005150599,-0.0012497769,-0.0013755715
0.7,-0.00016967261,0.0011219927,-0.0016686084,-0.00045264995,-0.0010065732,-0.001430116
0.7333333333333333,-0.00020938263,0.0012161471,-0.001612471,-0.00032656637,-0.00081918825,-0.0015052068
0.7666666666666666,-0.00025961606,0.001284657,-0.0017232612,-0.00020884295,-0.0006351882,-0.0016017816
0.8,-0.00032146816,0.0013085369,-0.0019226127,-0.00012709334,-0.00043788645,-0.0016638635
0.8333333333333334,-0.0003869738,0.0012749147,-0.0020713296,-7.008307e-05,-0.00023032134,-0.0016696282
0.8666666666666667,-0.00046310516,0.0011974302,-0.002138072,-5.3935393e-05,-4.117156e-05,-0.001637363
0.9,-0.0005517426,0.0011195819,-0.0021835838,-0.00017189622,0.00016553854,-0.0016231642
0.9333333333333333,-0.0006499337,0.0010796959,-0.0022060229,-0.00044708585,0.00043814472,-0.0016652758
0.9666666666666667,-0.0007462697,0.0010463668,-0.0021176464,-0.0007448731,0.0007602145,-0.0017440517
1.0,-0.00081553287,0.0009789423,-0.0019185123,-0.00092929404,0.0010881617,-0.0018261924
1.0333333333333332,-0.0008365288,0.00088767335,-0.0017244485,-0.0010375889,0.0013933064,-0.0018979735
1.0666666666666667,-0.00078332034,0.0007860308,-0.0016077091,-0.00112978,0.0016560659,-0.0019459154
1.1,-0.00067805423,0.0006875007,-0.0015486395,-0.0011999601,0.0018708436,-0.0019344892
1.1333333333333333,-0.00052577717,0.0006065593,-0.0014500872,-0.0012534822,0.0020464845,-0.0019165548
1.1666666666666667,-0.00035425287,0.0005649041,-0.0011921565,-0.0013009942,0.0021900726,-0.0018930541
1.2,-0.00017832562,0.0005619503,-0.00079965685,-0.0013370971,0.0023468724,-0.0018582987
1.2333333333333334,-8.627889e-06,0.00057551695,-0.00039787538,-0.0013482079,0.00260072,-0.0018409076
1.2666666666666666,0.00016172504,0.0005904742,-1.3922938e-05,-0.0013359375,0.0029805626,-0.0018770834
1.3,0.00033158413,0.0005987451,0.0003979621,-0.0013312863,0.0034249916,-0.0019706558
1.3333333333333333,0.000496028,0.00061372924,0.0008106239,-0.0013594668,0.0037865923,-0.0020607824
1.3666666666666667,0.0006343472,0.0006479867,0.0011511464,-0.0014054165,0.004004965,-0.0021089984
1.4,0.000743418,0.00068714016,0.0013504797,-0.0014135233,0.0041631046,-0.0021435972
1.4333333333333333,0.00080991385,0.00072230253,0.0014602997,-0.001426398,0.004315305,-0.002134318
1.4666666666666666,0.00083386357,0.0007561885,0.00154845,-0.0014159684,0.004517939,-0.0020878762
1.5,0.0008164508,0.0007867324,0.0016113839,-0.0012992023,0.0047316183,-0.002036828
1.5333333333333332,0.0007502063,0.00081501063,0.0016129882,-0.0011601805,0.004874381,-0.0019631975
1.5666666666666667,0.0006420227,0.00084274693,0.0015628595,-0.0011037841,0.004910376,-0.0018746688
1.6,0.0005295718,0.0008731991,0.0014864216,-0.0011286471,0.0048755025,-0.001836478
1.6333333333333333,0.00042800524,0.00091899943,0.0013815896,-0.0011110047,0.0048666815,-0.0018756052
1.6666666666666667,0.0003506636,0.00096699805,0.001208618,-0.0010312698,0.0048982245,-0.0019440375
1.7,0.00027686093,0.0010083903,0.0010105128,-0.0009419282,0.0049076495,-0.0019988865
1.7333333333333334,0.00021937213,0.0010617758,0.0008578606,-0.00090294355,0.004859326,-0.002024306
1.7666666666666666,0.00018847595,0.0011171679,0.0007587674,-0.0008897419,0.0048135715,-0.0020156386
1.8,0.00018208133,0.0011350418,0.00069656543,-0.00084512105,0.0048159393,-0.001953007
1.8333333333333333,0.00018787317,0.0011257437,0.0007183025,-0.00082820805,0.004837529,-0.0018524122
1.8666666666666667,0.00021436633,0.0011016991,0.0008240692,-0.00082994736,0.004847309,-0.0017626998
1.9,0.00026331347,0.0010614828,0.0009817139,-0.0007679772,0.0048524584,-0.0017441143
1.9333333333333333,0.00032924354,0.0010293515,0.0011363043,-0.00070082006,0.0048498656,-0.0018233028
1.9666666666666666,0.00040470203,0.0010114316,0.0012691277,-0.00073652965,0.0048896614,-0.0019431217
2.0,0.00048115122,0.0010063269,0.0013878739,-0.00085802074,0.0049440004,-0.0020206356
2.033333333333333,0.0005511349,0.0009987253,0.0015204238,-0.0009847141,0.0049420814,-0.0020149432
2.0666666666666664,0.0006307528,0.00096555846,0.0016208469,-0.0010579415,0.0048797256,-0.0019588626
2.1,0.00072291534,0.00091175083,0.0016951017,-0.0011367801,0.0047969315,-0.0018628587
2.1333333333333333,0.00080935896,0.00084984093,0.0017447968,-0.0011717572,0.004717146,-0.0017692606
2.1666666666666665,0.0008654217,0.0007890177,0.0017602642,-0.0011336774,0.0046112966,-0.0017273901
2.2,0.00089074136,0.0007407649,0.0017039637,-0.0010788937,0.004480292,-0.0017145135
2.2333333333333334,0.00088572345,0.0007089662,0.0015692394,-0.0010773381,0.0043301154,-0.0017218412
2.2666666666666666,0.00085795706,0.00069904164,0.0013755949,-0.001138602,0.0041901865,-0.00174741
2.3,0.0007919618,0.00071733096,0.001183674,-0.0011884177,0.0041014366,-0.0017217251
2.3333333333333335,0.00069316744,0.00073249714,0.0010406638,-0.0011652968,0.004047204,-0.001642009
2.3666666666666667,0.0005653124,0.000724272,0.00093973766,-0.0010535825,0.0039633824,-0.0015537712
2.4,0.00044272235,0.00072252186,0.00080993335,-0.0009300397,0.0038689764,-0.0014649173
2.433333333333333,0.00032541738,0.00073039957,0.0006290836,-0.0008649425,0.0038020024,-0.0013710936
2.466666666666667,0.00020546807,0.0007304365,0.00044815382,-0.0008355358,0.0037241487,-0.0012771413
2.5,0.00010407313,0.00073488365,0.00028701208,-0.00083035533,0.00359288,-0.0012227638
2.533333333333333,3.783415e-05,0.0007481184,0.00010916816,-0.00079490215,0.003421295,-0.0012211355
2.5666666666666664,-3.091016e-06,0.00075621856,-7.542595e-05,-0.0007166726,0.0032422785,-0.0012459322
2.6,-2.0479856e-05,0.00076203234,-0.00022359123,-0.0006893507,0.0030846656,-0.0012785259
2.6333333333333333,-2.5666071e-05,0.00076724956,-0.0002941572,-0.000725201,0.0029235233,-0.0013107744
2.6666666666666665,-7.3966075e-06,0.0007646702,-0.0002991506,-0.0007336011,0.0027372208,-0.0013376982
2.7,2.5082154e-05,0.00076965225,-0.0002933433,-0.0007009416,0.002559366,-0.001355174
2.7333333333333334,7.459891e-05,0.00079155446,-0.00027915864,-0.00071969494,0.0024134892,-0.0013540008
2.7666666666666666,0.00012870473,0.0008154069,-0.00017277944,-0.0008171412,0.00223072,-0.0013354459
2.8,0.00018994682,0.000831171,-3.804051e-05,-0.0009112435,0.0019654217,-0.0013323165
2.8333333333333335,0.00026216492,0.0008682899,-2.2831591e-05,-0.0009272518,0.001660343,-0.0013888499
2.8666666666666667,0.00033818115,0.0009274479,-0.00013943153,-0.00087177893,0.0013630282,-0.0014103458
2.9,0.0003798412,0.0009933866,-0.00027513615,-0.0007326908,0.0010771058,-0.0013465527
2.933333333333333,0.0003734931,0.0010621736,-0.0004257452,-0.00056038215,0.0007999615,-0.0012493553
2.966666666666667,0.00032949419,0.0011452923,-0.0006289567,-0.00041158646,0.0005117757,-0.0011608143
3.0,0.00025911332,0.0012379658,-0.00084525195,-0.00024560434,0.0002149252,-0.0010544307
3.033333333333333,0.0001515495,0.001318564,-0.0010449942,-5.2198084e-05,-8.610779e-05,-0.00093444803
3.0666666666666664,1.8197854e-05,0.0014010897,-0.0012561206,0.00010139783,-0.00040092366,-0.0008208077
3.1,-0.00011958761,0.001488337,-0.0015129475,0.00020927691,-0.0007360673,-0.0007383028
3.1333333333333333,-0.00026343745,0.0015618978,-0.0018692262,0.0003109274,-0.0010837399,-0.000708039
3.1666666666666665,-0.0004326851,0.0016424728,-0.0023363018,0.00039330657,-0.0014186786,-0.0007155959
3.2,-0.00062279217,0.0017143559,-0.0028358737,0.00047127518,-0.0017355344,-0.0007381139
3.2333333333333334,-0.000813985,0.0017405641,-0.0032880467,0.00054866,-0.0020227518,-0.0007158211
3.2666666666666666,-0.000995066,0.001728053,-0.0036640223,0.00059563044,-0.0022592263,-0.0006437168
3.3,-0.0011749279,0.0016976276,-0.003925926,0.00060852495,-0.0024388286,-0.0005474979
3.3333333333333335,-0.0013314455,0.0016578041,-0.0040732212,0.00062084396,-0.0025712173,-0.00043300036
3.3666666666666667,-0.0014419956,0.0015965541,-0.00413847,0.0006263879,-0.0026626722,-0.00037005683
3.4,-0.0014925192,0.0015338571,-0.004111792,0.00054033415,-0.002762393,-0.00036727704
3.433333333333333,-0.0014848233,0.0014743349,-0.0040303767,0.00035820052,-0.0029385944,-0.00036278745
3.466666666666667,-0.0014099189,0.0013962131,-0.004011524,0.00014589477,-0.003202018,-0.0003311864
3.5,-0.0012563384,0.0013091363,-0.00407753,2.4880108e-05,-0.003521506,-0.00025890145
3.533333333333333,-0.0010623786,0.0012204265,-0.0041550416,5.2314543e-05,-0.003811284,-0.00013783353
3.5666666666666664,-0.00088932377,0.0011328901,-0.0041764,0.00015218474,-0.004008682,4.1460036e-05
3.6,-0.00077332323,0.0010732011,-0.0041328077,0.00022027688,-0.004139308,0.0002497132
3.6333333333333333,-0.0007037057,0.001046071,-0.004060836,0.00026265642,-0.004255672,0.00043011832
3.6666666666666665,-0.0006544441,0.001038856,-0.003997979,0.00029992012,-0.0043899035,0.00053802796
3.6999999999999997,-0.00063694024,0.001056997,-0.003966018,0.00035697484,-0.004533267,0.00057947816
3.7333333333333334,-0.00065339525,0.0011101954,-0.0039740666,0.00043703258,-0.004690007,0.0006110837
3.7666666666666666,-0.0006904378,0.0011914537,-0.0040262234,0.0005484524,-0.0048704487,0.0006674959
3.8,-0.00074993126,0.0012914788,-0.0041417023,0.0006913219,-0.005080927,0.00075391604
3.8333333333333335,-0.0008331686,0.0014158436,-0.004373837,0.0008910651,-0.0053146323,0.0008871587
3.8666666666666667,-0.00092716306,0.0015445843,-0.004714638,0.0011968347,-0.0055318,0.0010748793
3.9,-0.0010285864,0.0016523758,-0.0050780694,0.0015649016,-0.0056931805,0.001246392
3.933333333333333,-0.0011591341,0.0017603334,-0.0053604944,0.0019020245,-0.0058310223,0.0013353486
3.966666666666667,-0.0013146522,0.0018741582,-0.005563055,0.002111042,-0.005959395,0.0013568285
4.0,-0.001457933,0.001960675,-0.005731892,0.002174518,-0.006063242,0.0013769816
4.033333333333333,-0.0015813988,0.0020145306,-0.005857408,0.0021721607,-0.006133851,0.0013794301
4.066666666666666,-0.0016818799,0.002040353,-0.0059129726,0.0021471265,-0.0062063783,0.0013883275
4.1,-0.0017374143,0.0020168442,-0.0059294403,0.0021213854,-0.0063083144,0.0014410913
4.133333333333333,-0.0017474075,0.0019337191,-0.005936259,0.002099953,-0.0064102244,0.001550063
4.166666666666667,-0.0017126256,0.0018160029,-0.0059338463,0.0019848647,-0.006503369,0.0016853303
4.2,-0.001645777,0.0016831198,-0.0059011104,0.0018085751,-0.006591931,0.0017919266
4.233333333333333,-0.0015499409,0.0015351255,-0.005857219,0.0016299175,-0.0066770664,0.0018307823
4.266666666666667,-0.0014185822,0.0013907147,-0.0058277478,0.0014513922,-0.006734966,0.0017797825
4.3,-0.0012870841,0.0012521831,-0.005792398,0.0012822655,-0.0067235124,0.0016799999
4.333333333333333,-0.0011748053,0.0011492764,-0.0056874934,0.001083674,-0.006638482,0.0015970783
4.366666666666666,-0.0010801735,0.0010939318,-0.005475173,0.00086143974,-0.0065230373,0.0015686549
4.4,-0.0009890664,0.0010630686,-0.005201162,0.0007198724,-0.006437819,0.001593039
4.433333333333334,-0.00090524723,0.0010497195,-0.0049792067,0.0006688454,-0.0064328844,0.0016749338
4.466666666666667,-0.00084106415,0.0010558076,-0.004883825,0.00073328085,-0.0064908923,0.0017947346
4.5,-0.00077698246,0.0010944689,-0.004924451,0.0008976255,-0.006532677,0.0019166663
4.533333333333333,-0.0007145216,0.001174028,-0.0050534243,0.0011256211,-0.0064961603,0.0020147874
4.566666666666666,-0.0006920455,0.0012845497,-0.0051627206,0.0014212251,-0.0063706106,0.0020471406
4.6,-0.00072135864,0.0014374171,-0.0052011395,0.0017172075,-0.0062014456,0.0019913856
4.633333333333333,-0.00078143564,0.0016222378,-0.0052006524,0.0019024593,-0.006013841,0.001925715
4.666666666666667,-0.000843159,0.0018078786,-0.0051107365,0.0020124721,-0.00580469,0.0019000772
4.7,-0.0009190617,0.0019610387,-0.004886827,0.0021064803,-0.0055673383,0.0018893301
4.733333333333333,-0.0009816176,0.0020831916,-0.0046387063,0.002221964,-0.005316884,0.0018587727
4.766666666666667,-0.0010049826,0.002175044,-0.004468467,0.0023580976,-0.0050891456,0.0018346738
4.8,-0.0009773037,0.002219031,-0.004377804,0.0024480717,-0.004899344,0.0018155603
4.833333333333333,-0.00091378094,0.0022099023,-0.004333829,0.002418667,-0.0047546295,0.001787568
4.866666666666666,-0.00083349063,0.002149702,-0.004329996,0.0022949795,-0.00465021,0.0017552876
4.9,-0.00074856065,0.0020438237,-0.0043354277,0.0021109642,-0.0045484994,0.0016660853
4.933333333333334,-0.00065150415,0.0019085575,-0.004325228,0.0018534508,-0.0043797074,0.0014955213
4.966666666666667,-0.0005743741,0.0017543876,-0.004259934,0.0015558472,-0.004113814,0.0013084351
5.0,-0.0005268351,0.0015813413,-0.004087901,0.0012150141,-0.0037680108,0.0011942842
5.033333333333333,-0.0004944359,0.001383349,-0.0037883623,0.0008950881,-0.0033738804,0.0011810414
5.066666666666666,-0.00047331507,0.0011689075,-0.0034118646,0.00065229763,-0.0029805317,0.0011882965
5.1,-0.00046016785,0.00097492005,-0.0030338895,0.00042930656,-0.0026486276,0.0011576191
5.133333333333333,-0.0004195203,0.0008221295,-0.0027371664,0.00018835117,-0.0023929793,0.0010825305
5.166666666666667,-0.000335477,0.00070521864,-0.0025500483,-2.2101507e-05,-0.0021842197,0.0009717292
5.2,-0.00024080776,0.0006314573,-0.0024476687,-0.00015490683,-0.001994172,0.00085028925
5.233333333333333,-0.0001435976,0.00062095065,-0.0024240834,-0.00018542784,-0.0017814689,0.00072434125
5.266666666666667,-4.4562235e-05,0.00066989753,-0.0024685783,-0.00010814943,-0.0015092372,0.0006542626
5.3,2.8712668e-05,0.0007751037,-0.0024656635,4.6377012e-05,-0.0011879572,0.00061968976
5.333333333333333,6.6393455e-05,0.00091192714,-0.0022856288,0.00020455646,-0.00083670317,0.0005653451
5.366666666666666,7.627566e-05,0.0010728752,-0.0019748586,0.00034797724,-0.0004401066,0.00049385
5.4,8.2540835e-05,0.0012580702,-0.0016386795,0.00053672574,-5.5134296e-06,0.00043102377
5.433333333333334,0.00010532841,0.0014462864,-0.0012726308,0.0007825483,0.00041258126,0.0003590039
5.466666666666667,0.0001510149,0.0016215536,-0.0008706649,0.0010480396,0.00079635595,0.00025208166
5.5,0.00022176848,0.0017762878,-0.0005058856,0.0012791981,0.0011560433,0.00012327329
5.533333333333333,0.0003229258,0.001902684,-0.0002379695,0.0014074807,0.0015249252,5.631533e-06
5.566666666666666,0.00042845117,0.0019749082,-5.2268762e-05,0.0014433119,0.0019159857,-6.414176e-05
5.6,0.0005048496,0.0019734737,0.00010499655,0.0013908005,0.002313466,-5.301088e-05
5.633333333333333,0.00055540726,0.0018903613,0.00029997685,0.0012819542,0.002717598,-5.1713723e-05
5.666666666666667,0.0006138757,0.0017347169,0.0005149733,0.0010185426,0.003151903,-0.0001326745
5.7,0.0006679562,0.0015417401,0.00075238274,0.0006291782,0.0036100135,-0.0002630936
5.733333333333333,0.0007089566,0.0013149041,0.0010671647,0.0001951628,0.004033704,-0.00042651064
5.766666666666667,0.0007447311,0.0010563422,0.0014193002,-0.00023603108,0.0043998715,-0.0006168342
5.8,0.0007922954,0.0007865548,0.0017023716,-0.0006905424,0.004728561,-0.00081861275
5.833333333333333,0.00084801076,0.0005100651,0.0018883903,-0.0011560618,0.0050115264,-0.0009646005
5.866666666666666,0.0009025142,0.00022397596,0.0019809047,-0.0015851811,0.0052542095,-0.0010697683
5.9,0.0009376731,-5.764095e-05,0.0019979486,-0.0019102036,0.0054910667,-0.0011269504
5.933333333333334,0.0009291279,-0.00030484947,0.0019737626,-0.002155712,0.0057344395,-0.0011428443
5.966666666666667,0.0008593285,-0.00052240933,0.0019880265,-0.002332871,0.0059921434,-0.0011938398
6.0,0.00072948716,-0.0006973862,0.0020237134,-0.0024932004,0.006273862,-0.001334745
6.033333333333333,0.0005476648,-0.00079655205,0.002048505,-0.0026797804,0.006530875,-0.0015690313
6.066666666666666,0.000374849,-0.000804509,0.0020238692,-0.002887321,0.006701387,-0.0018306165
6.1,0.00025488535,-0.0007247629,0.0019303671,-0.0030481555,0.0067916405,-0.0020463322
6.133333333333333,0.00020997449,-0.00056270446,0.0017872734,-0.0031002767,0.0068068337,-0.0022196302
6.166666666666667,0.00022109225,-0.0003334606,0.0016818612,-0.0029839324,0.006765962,-0.0023976914
6.2,0.00027157232,-6.649872e-05,0.001648606,-0.0026743182,0.006755234,-0.0026242933
6.233333333333333,0.00033800185,0.00022004044,0.0016502197,-0.0022483724,0.0068172906,-0.0028191474
6.266666666666667,0.0004182895,0.0005205953,0.0016859844,-0.0017873761,0.006904249,-0.0029164557
6.3,0.0005178983,0.00082590705,0.0017945436,-0.0013465527,0.0069434796,-0.0029577287
6.333333333333333,0.0006194839,0.0011143754,0.001963949,-0.0010145798,0.00692294,-0.0030087177
6.366666666666666,0.00071773515,0.0013670613,0.002180686,-0.00083650154,0.006901611,-0.0031674313
6.4,0.00081494544,0.0015729461,0.0024198801,-0.0007631206,0.006934521,-0.0034028282
6.433333333333334,0.000889539,0.0017017403,0.0026685528,-0.00071061356,0.00697698,-0.0036003205
6.466666666666667,0.0009503885,0.0017325851,0.0028956207,-0.0007353464,0.0069221864,-0.0037295995
6.5,0.0010084575,0.0016708327,0.0030198738,-0.0009108607,0.0068541793,-0.0038106597
6.533333333333333,0.001058151,0.0015415337,0.002977128,-0.0012452718,0.0069157276,-0.003978803
6.566666666666666,0.0010729558,0.0013532126,0.002814375,-0.0017071948,0.0070439586,-0.004250726
6.6,0.0010558483,0.0010882136,0.0026243054,-0.0022180786,0.0070150094,-0.004449186
6.633333333333333,0.0010158352,0.00075999065,0.002423427,-0.0026790428,0.006803347,-0.004512827
6.666666666666667,0.0009373612,0.00039685098,0.0022206604,-0.0030997344,0.0065437034,-0.004564996
6.7,0.0008078095,3.7708218e-05,0.0020307759,-0.0035123224,0.0063960617,-0.004699298
6.733333333333333,0.0006607763,-0.00029459095,0.0018318093,-0.0039204555,0.0063500986,-0.004875359
6.766666666666667,0.00051741337,-0.00056347845,0.00163715,-0.004315719,0.0062992424,-0.0050202706
6.8,0.00038145902,-0.0007659635,0.0014848243,-0.0046265377,0.006247598,-0.005096349
6.833333333333333,0.000248457,-0.000894872,0.0013528736,-0.0048011346,0.0062387586,-0.0051694117
6.866666666666666,0.00012270498,-0.0009537953,0.00120257,-0.004872649,0.006197421,-0.0052588386
6.8999999999999995,4.7815338e-05,-0.00093276176,0.0010413334,-0.0048409924,0.0060704155,-0.005375596
6.933333333333334,3.174921e-05,-0.0008224711,0.0009379635,-0.004720135,0.005868368,-0.005481408
6.966666666666667,4.849986e-05,-0.0006046706,0.0009159535,-0.004532346,0.0056401365,-0.0055230157
7.0,9.196352e-05,-0.0003211141,0.0009566585,-0.004235124,0.005429714,-0.005514553
7.033333333333333,0.00016240103,-1.1546492e-05,0.0010613974,-0.003795996,0.0052322876,-0.0054660738
7.066666666666666,0.00024523112,0.0003204795,0.0012534522,-0.0032113825,0.004998931,-0.005381662
7.1,0.00034729188,0.000657388,0.0014623713,-0.002572777,0.0047030756,-0.0052844724
7.133333333333333,0.0004888246,0.0009535308,0.0015743198,-0.0020407832,0.0043736515,-0.0051760636
7.166666666666667,0.000643058,0.0012124226,0.0015496275,-0.0017147581,0.0039994055,-0.00503515
7.2,0.0007833929,0.0014262826,0.0013795601,-0.0015043695,0.0035795197,-0.0048867557
7.233333333333333,0.00090896076,0.0015754038,0.0011009712,-0.0012936097,0.003143226,-0.0048012994
7.266666666666667,0.00097242976,0.0016487577,0.0007951793,-0.0011597164,0.002696627,-0.004770401
7.3,0.0009379301,0.001661624,0.0005530896,-0.0011720472,0.0022776036,-0.0047622332
7.333333333333333,0.00082490593,0.0016149564,0.00035505716,-0.0013275476,0.0019228947,-0.00476909
7.366666666666666,0.0006655975,0.001497147,0.00015688207,-0.00159015,0.0016411142,-0.0047466974
7.3999999999999995,0.00047466575,0.0013148489,-8.3125255e-05,-0.0019082483,0.0013698621,-0.0046448386
7.433333333333334,0.00028030694,0.0010762499,-0.0003564922,-0.0022057144,0.0009964271,-0.0045099957
7.466666666666667,0.00010282371,0.0008120363,-0.00069722714,-0.002429593,0.00051733817,-0.004409942
7.5,-3.6361016e-05,0.0005598692,-0.0011677475,-0.002636481,1.8976396e-05,-0.004347952
7.533333333333333,-0.0001480788,0.0003359769,-0.0017083883,-0.0028365192,-0.0004555074,-0.004302995
7.566666666666666,-0.00026690285,0.00016296009,-0.002201561,-0.00306298,-0.00091201556,-0.004264639
7.6,-0.0003926517,4.311845e-05,-0.002638532,-0.0032691164,-0.001329551,-0.0041796616
7.633333333333333,-0.0004871672,-2.7649578e-05,-0.0030500928,-0.0034052262,-0.0016909501,-0.0040185433
7.666666666666667,-0.0005554529,-4.3823376e-05,-0.0033435202,-0.0033878626,-0.0020081229,-0.0037764865
7.7,-0.0006375612,-7.972601e-06,-0.0034760404,-0.0031139953,-0.0023035044,-0.0034505324
7.733333333333333,-0.0007060996,8.3026716e-05,-0.0035272907,-0.0026346985,-0.002606114,-0.0030721126
7.766666666666667,-0.000722903,0.00022862953,-0.0035412973,-0.0020502233,-0.00291069,-0.0027260878
7.8,-0.00070433447,0.00044756758,-0.0035252038,-0.001482652,-0.0031997445,-0.0024466033
7.833333333333333,-0.00068066723,0.00072857284,-0.0035294157,-0.0009753198,-0.003498218,-0.0022322384
7.866666666666666,-0.00063975493,0.0010379213,-0.0036061644,-0.0005677029,-0.0038193422,-0.0020637773
7.8999999999999995,-0.0005663986,0.001338457,-0.0037600452,-0.00024886418,-0.0041038496,-0.0018742078
7.933333333333334,-0.00051584525,0.001588827,-0.0039066253,5.1626994e-05,-0.0043568145,-0.0016097578
7.966666666666667,-0.0005136372,0.0017817501,-0.0039873715,0.00039990002,-0.0046023726,-0.0012959277
8.0,-0.00052727177,0.001922566,-0.0040622563,0.00083772803,-0.0048480444,-0.0009348678
8.033333333333333,-0.00053962634,0.0019833911,-0.0042062276,0.0012967224,-0.0050595594,-0.0005154116
8.066666666666666,-0.00057441776,0.0019781655,-0.004368133,0.0015941325,-0.005222882,-0.000109611836
8.1,-0.00066150806,0.0019395179,-0.00446612,0.0016509662,-0.005353179,0.00018082547
8.133333333333333,-0.0007708486,0.0018709729,-0.004558192,0.0014541746,-0.0053971848,0.00028861134
8.166666666666666,-0.0008891546,0.0017467416,-0.0047115805,0.0011384718,-0.0055206195,0.0003914098
8.2,-0.0010022091,0.0015709538,-0.0049162298,0.00086805125,-0.0057034777,0.00058606145
8.233333333333333,-0.0011095527,0.0013550307,-0.005132559,0.0006943084,-0.0058246427,0.0007710578
8.266666666666666,-0.0012222376,0.0011137467,-0.005309245,0.00054819486,-0.005954799,0.0009605542
8.3,-0.0013201535,0.00087521493,-0.00543765,0.0004338883,-0.0061692093,0.0012646783
8.333333333333334,-0.0013858033,0.00066500413,-0.0055708825,0.00035398285,-0.006392937,0.0015174283
8.366666666666667,-0.0014197371,0.0005081689,-0.0057124193,0.0002617276,-0.006525601,0.0016061873
8.4,-0.0014336031,0.00042735855,-0.0057765297,0.00015000452,-0.0065675466,0.0016217474
8.433333333333334,-0.0014300097,0.00041436087,-0.005746624,9.1496855e-05,-0.006513242,0.0016234043
8.466666666666667,-0.00139556,0.00046256545,-0.00569955,0.00015410018,-0.0064990814,0.0016969711
8.5,-0.0013446764,0.00057330483,-0.005665426,0.00038144633,-0.006692326,0.0018273867
8.533333333333333,-0.0012895077,0.0007343148,-0.005626707,0.0007276816,-0.0070751016,0.0019986464
8.566666666666666,-0.0012386695,0.0009406558,-0.00560186,0.0011162473,-0.007497143,0.0022107721
8.6,-0.0011733519,0.0011693835,-0.0056243674,0.0016055466,-0.0077473773,0.0025025487
8.633333333333333,-0.0011011866,0.001390134,-0.005682245,0.0022091148,-0.0076829037,0.0028681196
8.666666666666666,-0.001056955,0.0016205552,-0.0057171136,0.002795888,-0.007383823,0.0031798745
8.7,-0.0010589516,0.0018739639,-0.005669607,0.0032407162,-0.0070534754,0.003368498
8.733333333333333,-0.0010916417,0.0021118296,-0.005559776,0.0035284655,-0.0068345745,0.00343131
8.766666666666666,-0.001152286,0.002299448,-0.0054221833,0.0036913976,-0.0067146188,0.0034095375
8.8,-0.0012241092,0.002438392,-0.0052884393,0.0037252093,-0.006660665,0.0033777175
8.833333333333334,-0.0012791965,0.0025179503,-0.005199384,0.00366985,-0.0066436697,0.003425553
8.866666666666667,-0.0012984338,0.0025104475,-0.0052087507,0.0035731602,-0.0066440194,0.0035438659
8.9,-0.0012969298,0.0024248175,-0.005305893,0.0034831055,-0.006598716,0.0036211386
8.933333333333334,-0.0012900567,0.0022723824,-0.0054389667,0.0034138567,-0.006546274,0.0036261384
